Student,Assignment1,Assignment2,Assignment3,Assignment4,Assignment5,Assignment6,Assignment7,Assignment8,Assignment9,Lab1,Lab2,Lab3,Lab4,Lab5,Lab6
#1605,19.37,29.56,25,20,19.42,20,18.42,18.1933333333333,18.66,9,10,10,7.8,9,10
#1606,19.1,29.65,23.83,20,16.5,19.58,14.22,17.9733333333333,15.27,9,10,9.2,9.6,9,8.8
#1607,19.18,29.89,20.83,18.375,12.02,15.94,16.31,14.1966666666667,13.4,10,9,9.2,9.5,9,8.8
#1608,18.43,29.87,24.83,19.885,18.7,18.99,18.095,17.18,18.04,8.8,9.35,9.066666667,9.8,8,8.8
#1609,19.94,29.35,23.92,19.945,19.85,19.83,17.62,13.52,18.17,8,9.8,10,8.8,0,10
#1610,20,27.69,24.83,19.015,19.4,17.12,17.74,18.02,17.27,10,8.8,7.933333333,9.5,10,10
#1611,19.24,29.65,25,19.945,19.5,19.7,19.085,19.3333333333333,18.48,9,9,9.333333333,9.6,7,9.8
#1612,18.25,29.18,24.92,20,19.77,19.25,18.885,15.3066666666667,17.86,9.5,9.333333333,9.6,9,8,9
#1613,18.67,29.94,24.83,19.85,20,18.3,17.68,18.1633333333333,17.19,9,8.75,9.1,6.2,8,9
#1614,19.31,27.8,24,19.91,19.17,19.59,18.15,18.89,18.23,10,9.75,8.9,7.75,7,10
#1615,19.46,29.31,24.92,10,0,0,.25,9.07666666666667,0,10,8.8,8.6,8,8,8.15
#1616,19.4,29.73,24.92,19.195,19.33,18.96,18.205,17.36,18.08,9,9.8,9.433333333,8,9,9
#1617,19.12,27.37,22.92,19.945,19.65,18.54,17.63,18.85,18.01,9,9.25,9.1,7,9,10
#1618,18.9,29.02,23,19.875,19.54,19.42,17.735,18.14,16.92,8,9.4,7.366666667,6.8,8,8.733333333
#1619,18.93,28.96,12.52,9.58,15.34,1.12,10.745,6.02666666666667,0,8,0,0,8.8,0,8
#1620,19.24,27.73,24.67,12.025,2.96,0,5.795,10.1033333333333,16.11,10,8.466666667,6.333333333,0,5,9
#1621,17.63,25.24,14.58,18.91,10.54,5.91,1.965,.666666666666667,0,7.933333333,9.25,7,4.5,9,10
#1622,19.46,27.93,24.83,19.5,18.38,18.7,19.02,16.4733333333333,17.89,10,9,9.8,10,8,9
#1623,19.87,28.89,24.25,19.95,19.67,16.97,18.725,18.5566666666667,17.34,9.8,10,8.733333333,8.566666667,9,8.6
#1624,19.76,29.52,24.75,19.945,19.5,18.69,18.67,18.6133333333333,17.82,9,9.2,8.8,9,8,9.8
#1625,19.68,28.02,21.08,11.335,3,7.12,10.545,2.32,17.11,9,7.333333333,0,8,8,8.466666667
#1626,19.79,29.82,24.92,19.835,18.88,19.67,19.24,19.2766666666667,18.47,8.4,8.8,8.5,10,6,9
#1627,19.46,29.43,23.49,19.21,18.5,14.51,16.725,16.59,16.35,7.4,10,9.066666667,7,5.5,8.2
#1628,19.46,29.57,24.75,17.935,3.33,17.27,8.665,.713333333333333,9.03,7.8,7.6,8.766666667,7.4,3,7.8
#1629,19.04,29.29,24.83,20,19.5,16.77,17.295,18.3066666666667,18.22,9.8,7.6,8.966666667,8.4,8,9
#1630,19.29,27.31,23.67,11.16,9.77,15.29,.25,0,0,9.8,7.9,8.466666667,4.6,7,6.2
#1631,19.35,29.69,24.75,20,19.52,19.72,18.52,18.9566666666667,17.37,10,9,8.6,9.8,10,9.8
#1632,19.39,29.82,24.58,19.89,20,19.39,19.085,19.3333333333333,18.66,9,9.55,8.4,8.5,10,9.8
#1633,18.8,28.71,24.83,20,19.43,18.61,18.015,18.3633333333333,15.39,9,8.357142857,8.433333333,8.6,9,8.6
#1634,18.21,28.17,22.86,18.94,16.41,17.56,16.03,15.9833333333333,17.76,10,10,7.383333333,9,4,9
#1635,19.54,29.84,25,20,19.35,19.28,19.2,15.63,16.56,10,9.675,9.6,7.5,7,8.8
#1636,18.31,26.24,24.92,20,19.5,19.47,13.335,12.5833333333333,15.43,9.4,8.05,8.466666667,7.9,0,9.266666667
#1637,19.54,29.84,14.67,19.945,17.83,12,12.03,13.64,17.58,10,8.466666667,0,7,9,5.6
#1638,19.5,29.38,24.67,20,19.6,15.67,17.295,15.2166666666667,16.33,9,9.8,8.8,7,6,9
#1639,19.68,25.76,23,20,19.6,18.28,18.845,16.3266666666667,18.67,10,9.8,9.6,8.8,10,8.8
#1640,18.9,29.87,24.42,19.82,19.83,19.56,19.19,18.2766666666667,18.77,9,9.8,9.4,8.6,9,9.8
#1641,18.61,29.24,25,19.89,19.44,19.51,19.165,19.14,17.73,10,9.857142857,9.4,6.8,8,9.8
#1642,18.8,29.32,24.67,20,19.77,19.89,17.885,18.6933333333333,17.42,8.933333333,9,9.8,10,9,9.8
#1643,19.26,29.67,25,20,20,20,19.24,18.9733333333333,19,10,9.75,9.6,7.2,7,9.8
#1644,19.37,29.67,25,20,20,20,.25,18.64,18.54,8,8.333333333,9.1,8,8,8.9
#1645,19.82,29.71,24.83,13.855,16.31,12.84,18.845,6.30333333333333,18.02,9,9.75,9.2,8.8,0,9
#1646,17.29,28.11,22,19.14,18.41,17.84,17.3,14.7833333333333,15.89,9,10,9.4,7.033333333,7,9.35
#1647,19.32,28.31,24.75,20,19.37,19.08,11.505,15.2766666666667,17.19,10,9.8,9.266666667,8,8.333333333,8.8
#1648,19.37,29.66,24.42,19.945,19.6,19.23,18.565,18.7233333333333,18.3,9.8,10,9.1,8,8,10
#1649,19.65,28.98,25,20,19.44,19.62,18.825,18.86,18.35,7,10,9.5,9.4,8,9.75
#1650,19.25,29.24,25,19.945,19.5,19.64,19.085,19.3333333333333,18.82,9,9.857142857,9.4,9.8,9,10
#1651,19.18,29.8,24.83,19.835,20,19.89,19.21,17.8333333333333,18.51,9,8.633333333,9,9,10,9
#1652,19.35,29.89,24.83,19.8,19.48,18.87,18.565,19.1366666666667,17.56,7,8.133333333,9.4,4.2,9,8
#1653,19.76,29.38,5.95,9.985,19.83,19.67,16.905,14.1666666666667,18.81,0,9,8.766666667,8.5,7,9.6
#1654,18.63,28.53,24.75,19.67,19.58,19.4,17.98,18.52,17.42,7.8,9.666666667,8.633333333,6.35,7.666666667,9.2
#1655,18.22,27.89,24.67,20,18.02,16.65,16.235,11.8633333333333,12.36,6.8,8.6,7.8,8.1,7,8.6
#1656,19.12,29.66,24.83,20,19.5,19.85,18.96,13.5,17.55,10,10,9.5,9.8,9,8.333333333
#1657,19.43,29.91,24.67,20,19.44,19.19,15.25,17.5566666666667,17.4,10,8.8,9,6.833333333,9,9.6
#1658,18.82,25.8,22.75,19.78,19.12,19.12,16.19,18.6,18.6,9,9.125,8.866666667,7.8,8,9.8
#1659,19.54,29.69,24.92,19.5,19.83,19.78,18.805,19,17.23,10,10,9.466666667,10,10,10
#1660,19.75,28.33,24.67,19.39,20,19.8,17.225,18.3333333333333,17.11,9,8.8,8.4,9,0,9.4
#1661,19.04,10.68,13.54,5.1,0,6.42,10.375,1.39,0,10,8.8,9.066666667,7.4,10,8
#1662,19.64,29.29,22.92,19.875,19.67,19.39,18.76,15.1966666666667,18.06,9.8,9,7.733333333,5.8,5.5,8.4
#1663,19.12,29.98,24.92,19.945,19.69,19.83,19.125,19.3066666666667,19,9,10,10,10,10,10
#1664,18.71,27.64,23.92,19.95,19.35,18.3,18.775,14.0966666666667,11.97,10,8.75,9.1,8.466666667,0,0
#1665,18.63,27.08,24.5,19.575,18.21,18.45,15.08,13.5633333333333,17.17,7,8.2,8.6,6.6,6,7.6
#1666,19.08,28.93,24.83,20,19.52,19.25,19.2,14.5433333333333,17.74,10,9.4,8.866666667,9,7,8.4
#1667,19.46,29.87,24.92,19.78,19.21,19.46,18.33,18.4466666666667,17.58,9.8,9.8,8.8,8.166666667,6.666666667,9.8
#1668,18.93,28.91,24.58,19.68,19.46,18.68,17.935,18.5266666666667,17.43,7.8,9.457142857,9.2,7,9,8.4
#1669,19.68,29.89,24.67,19.675,19,17.52,18.13,13.5533333333333,.75,8,8.2,7.966666667,8,8.333333333,9
#1670,0,0,21.75,9.25,0,0,3.095,1,0,7.428571429,6.05,8,0,0,0
#1671,19.87,28.61,23.7,16.75,0,0,13.975,1.38333333333333,0,8.6,7.733333333,8.8,5.8,0,0
#1672,18.96,28.45,24.83,19.835,19.29,19.47,7.18,6.78,8.1,10,10,9.4,5.4,3,5.2
#1673,19.69,29.36,24.33,19.98,19.42,19.54,18.795,18.4433333333333,18.24,9,9.133333333,9.1,9.5,7,10
#1674,19.87,29.34,25,20,19.1,18.59,16.325,18.86,16.87,10,8.828571429,9.8,5.4,6,7.4
#1675,19.87,29.64,24.92,20,19.29,18.72,18.88,18.89,17.68,10,9,9.133333333,9.3,10,9.5
#1676,18.74,27.42,24,19.905,17.87,19.17,17.075,12.6833333333333,0,9,10,9.2,8,7,9.8
#1677,19.74,29.15,24.75,19.82,19.67,19.62,18.93,18.3333333333333,17.23,8,8.716666667,9.3,8.75,5,8.75
#1678,18.04,28.2,25,17.68,18.27,6.05,15.63,17.6633333333333,17.84,10,9,10,9.55,7,9.6
#1679,18.79,28.96,24.25,19.32,18.98,18.09,16.335,15.9166666666667,16.06,7,9.266666667,8.5,9.35,6,9.6
#1680,19.87,29.8,24.92,19.89,19.58,0,0,0,0,9,9.8,9.333333333,0,0,0
#1681,19.54,29.96,24.83,19.945,19.67,19.57,18.22,18.5266666666667,17.81,9,9.5,9.2,9,9,9.2
#1682,19.57,29.82,24.83,19.49,19.83,19.03,18.2,18.6366666666667,17.69,9,10,10,8.25,5,6.55
#1683,19.5,29.06,24.58,19.835,19.75,18.72,18.825,18.9166666666667,17.54,9,10,7.333333333,8,8,9
#1684,19.57,29.56,24.92,20,19.83,19.62,18.88,18.9166666666667,18.62,8,8.8,9.8,8.8,8,8.6
#1685,19.15,29.18,22.58,20,19.48,17.03,16.93,6.44333333333333,17.4,10,10,10,9.55,0,9.6
#1686,19.49,27.03,22.75,19.32,19.39,18.41,17.46,6.55666666666667,16.5,9,8.457142857,8.066666667,0,0,9
#1687,18.82,26.07,21.5,18.56,18.07,17.81,12.585,8.89,14.83,9.5,8.875,7.55,6.6,0,8.35
#1688,19.37,29.63,23.92,17.445,18.38,14.08,17.24,14.14,15.43,9,8.8,8.6,8,7,9
#1689,18.92,29.84,24.79,20,19.23,17.89,18.975,18.45,18.79,9.6,10,9,9,7,10
#1690,0,0,3.49,0,0,0,0,0,0,0,0,6.533333333,0,0,0
#1691,18.78,27.36,23.67,19.03,19.62,16.93,18.435,17.7366666666667,18.52,8,8.6,8.866666667,8.266666667,9,9.4
#1692,18.78,29.61,24.67,20,18.1,19.83,18.93,18.9566666666667,18.56,8,9.833333333,8.466666667,8.8,0,9.666666667
#1693,19.32,28.03,24.83,19.875,19.6,19.14,18.39,18.9133333333333,18.83,10,10,8.666666667,8,8.2,9
#1694,18.88,27.27,24.92,19.89,19.58,19.33,15.78,16.98,17.3,9,9.6,9.6,8.2,7,9.8
#1695,19.36,29.82,25,19.89,19.67,19.28,19.065,18.9733333333333,18.95,7,8.857142857,8.733333333,7.5,6,9.6
#1696,19.25,29.58,22.77,19.39,19.54,18.45,17.895,17.9433333333333,17.63,7,8.8,8.2,8.95,9.5,8
#1697,19.82,29.93,25,19.485,19.11,18.16,13.755,11.62,18.24,8.8,9,8.9,7.4,0,8.8
#1698,19.68,28.77,24.92,19.74,19,20,17.91,18.8633333333333,17.7,8,9,8.2,8.05,8,8.333333333
#1699,17.86,16.61,23.33,18.125,17.56,18.7,16.295,15.4866666666667,16.42,10,8.4,6.9,6.05,10,8.6
#1700,19.67,29.73,25,20,20,19.95,19.04,19.3066666666667,18.22,10,10,9.266666667,8,8,9.666666667
#1701,19.08,29.63,21.92,19.945,19.42,18.57,18.115,14.2933333333333,17.12,7.8,9.25,7.533333333,9,3,8
#1702,18.4,26.4,22.08,20,17.21,15.65,11.385,11.1866666666667,15.29,4.6,8.466666667,8.266666667,6.466666667,7,8.133333333
#1703,18.6,28.49,21.75,13.375,0,0,.25,7.66666666666667,10.84,10,6.65,7.5,0,8,6.066666667
#1704,19.07,28.55,21.83,19.2,17.64,18.56,15.02,13.45,12.54,8,9.257142857,8,6,7,8.466666667
#1705,19.62,25.7,23.67,19.43,18.25,19.45,15.805,15.5566666666667,17.09,9,10,9.8,8.8,8,9.2
#1706,19.5,29.87,25,19.835,18.59,18.44,18.205,15.75,16.83,7,9,8.2,5.75,6,9
#1707,18.23,26.82,18.75,12.885,8.12,.82,.395,9.01,17.53,9,10,6.6,4.8,8,0
#1708,19.69,29.44,24.83,19.945,19.67,19.83,18.865,13.28,15.98,10,10,9.5,9.3,8,9.35
#1709,19.61,28.63,22.5,19.835,18.41,19.42,18.165,16.27,18.4,8.8,9.8,8.266666667,7.25,5,10
#1710,17.69,27.53,19.33,10,1.75,15.31,18.585,16.3266666666667,13.22,9,8.833333333,8.2,8.333333333,5,8.133333333
#1711,18.31,29.74,25,19.89,18.97,17.04,16.84,11.0533333333333,14.49,9,9.35,8.366666667,9.6,9,8.6
#1712,19.21,29.37,24.75,19.765,19.6,19.74,18.83,18.8333333333333,18.15,7.8,8.8,8.8,8.8,5,10
#1713,19.71,29.79,24.67,19.945,19.5,17.71,18.3,15.23,16.38,9,10,8.566666667,8,10,9.4
#1714,18.91,29.35,23.74,20,19.56,18.29,19.135,14.5833333333333,17.1,9,9.8,8.8,8.133333333,8,9
#1715,19.49,29.66,24.83,19.89,19.31,18.29,18.555,18.5,17.66,10,10,9.4,7.5,9,8.8
#1716,17.92,27.51,21.42,18.105,9.08,17.3,16.115,16.02,14.78,7,7.714285714,8.666666667,7.1,7,7.6
#1717,19.08,28.99,25,20,19.42,19.12,19.2,18.8066666666667,17.85,10,9.666666667,10,8.35,7.333333333,10
#1718,19.46,29.68,24.5,19.945,20,19.2,19.21,19.3066666666667,17.94,10,9.4,9.433333333,10,9,7.333333333
#1719,19.69,29.67,24.83,18,19.83,19.23,14.255,16.4033333333333,17.87,9,9,9.8,10,7,9.6
#1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1721,19.47,29.96,25,20,20,19.67,19.155,19,18.89,10,10,9.666666667,9.8,10,9.6
#1722,19.42,29.49,24.75,20,19.67,19.89,19,18.9433333333333,18.02,9,9.2,9.6,10,9,10
#1723,18.82,29.31,25,20,19.75,19.67,18.26,18.8333333333333,18.22,9,9.8,9.6,10,7,9.2
#1724,18.15,26.15,24.75,19.945,19.75,18.42,19.125,13.1433333333333,17.51,8,8,8.1,9.5,8,8
#1725,18.83,29.57,24.67,18.645,19.83,18.56,18.835,18.8333333333333,16.28,10,9,9.35,10,7,8.8
#1726,19.49,29.53,25,20,19.5,19.17,19.125,19.2766666666667,17.48,10,9,9.8,9.6,6,9.8
#1727,19.36,26.5,24.83,20,19.99,19.62,19.22,18.9366666666667,18.23,9,9.6,10,9,7,9.8
#1728,19.75,29.87,25,20,19.83,19.45,19.055,14.3066666666667,17.92,8.8,10,9.2,8.8,5,8.6
#1729,19.04,29.48,24.92,20,19.77,19.75,19.25,18.89,15.51,9.8,8.6,8.466666667,9,9,0
#1730,18.61,7.93,24.92,19.5,18.41,18.67,6.795,12.0233333333333,11.2,9,9,5.466666667,7,9,9.35
#1731,19.62,26.15,21.5,12.605,17.84,11.16,6.005,11.42,0,8.5,9.35,7.4,5.4,0,0
#1732,18.65,29.86,24.83,20,19.6,18.14,18.855,18.89,16.38,10,8.8,9.8,8,9,9
#1733,19.79,28.36,.92,11.82,0,0,7.55,0,0,0,9.8,6.666666667,8.6,0,0
#1734,19.89,29.39,24.92,18.445,18.58,15.69,15.04,.943333333333333,0,7.8,8.633333333,8.8,8.466666667,4,7.4
#1735,19.87,29.88,24.83,19.945,19.83,19.67,19.21,19.3333333333333,18.25,9,9.607142857,9.8,8.5,10,10
#1736,19.37,29.27,24.58,13.55,16.68,18.17,18.23,9.15,1,9.8,8.6,8.833333333,9.466666667,9,2
#1737,19.08,29.61,23.25,19.75,18.34,18.5,16.705,13.38,18.41,10,9.8,9.8,7.666666667,6,8.8
#1738,20,29.79,24.33,20,19.71,18.67,19.055,19.25,18.63,9.8,9.5,9.2,9,10,0
#1739,19.42,29.29,24.25,19.39,19.33,19.5,14.055,12.9666666666667,17.78,10,8.257142857,8.933333333,9,7,9.6
#1740,17.65,29.47,24.53,18.775,18.8,18.74,17.68,15.9733333333333,15.59,8,7.55,10,7,9,9
#1741,19.87,28.72,24.5,19.5,7.58,12.98,18.325,13.84,12.03,9,8.8,8.166666667,8.8,7,8.8
#1742,17.56,25.19,24.8,17.965,19.38,18.42,14.595,10.39,16.57,7.8,8.2,8.883333333,7.666666667,6,9.6
#1743,19.38,28.16,25,19.945,17.04,17.64,16.675,19.1933333333333,18.14,10,8.483333333,5.866666667,9,7,9.8
#1744,19.79,28.72,24.5,20,19.85,18.64,16.075,19.22,17.44,10,8.8,8.95,7,8,9
#1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1746,19.25,28.75,24.58,20,19.5,18.83,17.98,18.6933333333333,17.14,9,9.8,9.066666667,10,6,8.55
#1747,18.9,29.58,24.83,20,19.94,18.22,18.75,18.76,16.96,9,8.85,0,6.4,8,7.4
#1748,19.12,29.64,18.83,17.185,18.98,18.13,14.46,10.2566666666667,17.19,8,9.6,0,9.8,5,9.6
#1749,19.64,29.64,24.83,19.5,19.42,19.83,18.455,19.3333333333333,17.15,10,9.657142857,9.6,9.666666667,9,6.6
#1750,18.96,25.37,23.17,17.625,18.83,19.3,17.845,12.9433333333333,17.18,10,8.933333333,9,9,9,9.1
#1751,18.46,27.75,24.67,10.5,19.08,18.13,16.125,16.8833333333333,15.42,9,7.6,9.266666667,8.8,7,8.4
#1752,19.79,29.66,24.92,20,19.87,19.62,19.095,18.9433333333333,18.15,10,9.5,8.5,10,10,9
#1753,19.79,29.24,25,19.615,18.92,18.92,18.76,18.4166666666667,15.87,10,9.666666667,9.4,7.6,5.5,0
#1754,19.62,29.66,24.83,19.655,20,19.66,18.98,12.75,3.75,9,9.714285714,9.066666667,7.4,0,8
#1755,17.57,29.09,21.83,19.765,18.16,15.81,13.255,16.82,16.07,8,9.2,7.6,5.266666667,8,10
#1756,18.36,26.36,22,18.265,15.98,13.75,13.375,7.43333333333333,11.55,9,9.2,7,3.8,8,5.566666667
#1757,19.17,27.88,20.5,20,7.95,13.87,11.75,6.60333333333333,15.01,8,9.5,7.5,0,3.333333333,0
#1758,19.62,28.59,24.47,19.875,20,19.15,18.665,18.4633333333333,16.2,9,8,9.8,8,7.333333333,8.4
#1759,9.68,13.06,21.3,17.45,19.37,16.16,18.415,12.8833333333333,17.21,8,10,7.8,9.75,9,7.466666667
#1760,18.98,29.51,24.83,20,19.87,19.34,18.975,17.28,17.86,10,10,9.4,9.3,9,9.8
#1761,19.29,29.37,24.92,12.02,19.83,18.14,16.225,13.71,14.61,9.8,9.8,9.8,7.8,10,10
#1762,19.46,29.87,24.99,19.03,18.35,19.04,11.555,13.0133333333333,16.25,9.8,9.4,8.133333333,8.4,8,9.2
#1763,19.5,29.81,24.83,20,19.94,19.06,18.92,19.2766666666667,18.65,9,10,9.2,8.5,9,9
#1764,18.86,29.11,23.08,11.985,0,9.42,10.3,11.29,17.98,10,8.45,6.6,5.3,6,9.8
#1765,19.5,29.93,0,17.605,19.42,19.83,17.025,18.86,17.28,9,8.8,9.8,8,10,8.8
#1766,19.19,29.41,20.33,18.915,18.13,18.98,15.055,15.98,17.32,6.8,8.6,7.6,5.766666667,4,7.6
#1767,19.82,29.71,25,19.945,19.54,19.78,18.74,19.2233333333333,18.64,8,9.114285714,9.2,9.8,10,10
#1768,18.33,29.49,24.33,20,19.6,19.75,18.835,18.6533333333333,17.98,8,10,9.266666667,8.8,8,10
#1769,19.46,29.33,7.7,20,18.04,19.67,17.87,15.8766666666667,18.37,9,8.2,7,8.666666667,5,9.8
#1770,19.68,29.21,24.43,19.655,19.94,19.03,18.6,18.39,17.09,9.5,9,9.266666667,8,6.5,9.4
#1771,19.32,29.41,24.54,19.195,18.84,16.26,15.195,13.2233333333333,13.45,9.8,8.7,9.1,8.1,9,8.6
#1772,19.01,28.34,22.42,10,3.5,11.25,11.595,8.89,15.56,6.8,8,4.4,4.866666667,8,6.333333333
#1773,19.87,29.24,23.58,20,13.88,17.31,17.2,16.35,18.07,10,9.666666667,9.1,7.3,9,8.8
#1774,18.9,27.27,24.42,18.545,16.65,8.17,.56,6.27666666666667,16,9,8.666666667,7.033333333,5,0,7
#1775,19.46,29.61,24.17,18.715,18.65,17.1,10.165,15.5666666666667,13.85,10,9.466666667,8.333333333,6.8,5,6.8
#1776,17.96,29.64,24.92,20,19.52,19.31,16.755,17.7933333333333,16.89,9,9.6,9.066666667,4.3,7,6.2
#1777,17.38,24.42,21.08,17.85,17.16,14.3,16.005,11.0833333333333,17.95,8,8.266666667,7.933333333,9.5,7,7
#1778,19.11,27.84,22.13,19.375,17.83,18.84,17.175,18.89,18.64,9.8,9.333333333,8.366666667,3.8,8,9
#1779,18.7,29.27,21,19.04,18.11,18.14,14.655,15.32,14.27,9.8,8.6,10,8.4,8,6.2
#1780,19.69,29.08,24.75,19.82,19.25,18.67,13.325,12.4433333333333,15.62,8,7.2,8.4,6.4,7,9.8
#1781,18.14,29.51,24.33,19.835,19.48,18.48,16.615,17.5266666666667,17.25,7,9.8,9.466666667,7.35,7.2,8.8
#1782,18.94,29.01,24.54,19.585,19.6,17,15.33,17.4466666666667,16.08,9,9,9.3,6.066666667,8,7.5
#1783,18.44,23.21,13.57,0,0,0,.25,0,4.04,5.8,7,0,0,0,6.333333333
#1784,19.42,29.64,25,19.845,19.48,19.14,18.605,17.7333333333333,16.69,9.8,9.4,8.866666667,10,3,8.8
#1785,18.74,29.66,24.08,19.32,19.31,18.48,18.105,14.96,14.8,8,9.8,8.5,8.4,8,6.466666667
#1786,19.54,29.28,21.75,20,18.46,20,13.735,19.1266666666667,14.74,9,8.65,7.8,7.1,9,8.8
#1787,17.45,29.26,24.17,19.835,19.75,6.78,16.74,17.8066666666667,18.06,8.8,9.5,8.7,8.466666667,9,9
#1788,19.1,29.31,24.5,18.875,19.1,19.37,18.15,15.7066666666667,17.63,9.8,0,9.666666667,7.8,8,9.8
#1789,19.53,29.36,25,20,19.44,19.23,18.81,19.14,17.57,7,9.55,9.466666667,7.9,9,9.466666667
#1790,18.86,29.87,23.92,19.835,18.15,19.55,15.46,18.64,18.68,10,9,8.3,7.883333333,7,10
#1791,19.87,29.93,25,19.945,19.81,19.45,18.78,15.14,15.39,10,9.5,10,8,0,7.8
#1792,19.29,28.37,24.75,19.91,19.5,19.47,19.25,15.5266666666667,18.33,10,8,8.433333333,10,6,9.75
#1793,18.29,26.17,22.83,18.75,19.1,19.24,15.79,16.3466666666667,14.94,9,8.857142857,8.8,7.25,7,7.8
#1794,19.08,29.66,24.75,19.71,19.75,18.4,17.82,18.9433333333333,16.77,7.6,9.55,9,8.15,4,6.6
#1795,19.35,29.68,24.92,20,19.67,19.5,18.765,14.8333333333333,17.5,9,9.75,9.2,9,9,9.4
#1796,19.24,28.95,19.83,18.32,17.54,15.84,10.61,2.03666666666667,10.86,8.333333333,7.933333333,6.933333333,4.4,3,3.133333333
#1797,19.5,29.65,24.92,16.83,16.46,16.17,17.08,7.98,18.23,9,10,9.8,9.75,8,9
#1798,19.87,29.64,25,19.89,19.6,19.83,19.125,19.1666666666667,17.39,9.6,10,9.6,8.8,8,9.8
#1799,18.44,24.9,16.75,15.68,15.95,12.67,13.41,7.04333333333333,14.35,5,8,0,7.25,7,8.8
#1800,19.14,29.91,25,20,19.67,19.41,19.21,19.0833333333333,18.89,9,8.8,9.133333333,7.8,10,9.6
#1801,19.17,29.6,23,19.765,19.56,19.67,17.505,17.5066666666667,16.34,7.5,8.7,9.066666667,8.6,5.666666667,8.6
#1802,19.87,29.9,24.58,20,18.94,19.01,17.015,18.3633333333333,16.66,10,9.6,8.616666667,7,8,8.6
#1803,18.75,28.83,20.17,17.53,15.96,16.96,5.85,14.8033333333333,17.33,7,8.2,7.766666667,6.6,8,8.8
#1804,19.49,24.78,20.91,11.44,17.3,13.71,9.875,9.15666666666667,13.6,8,8.933333333,0,0,10,0
#1805,19.42,27.04,20.83,18.325,17.11,17.49,17.645,16,18.21,9.8,10,8.866666667,7.6,10,9.8
#1806,19.64,29.59,25,20,19.83,20,19.085,19.25,16.72,9.8,8.3,9.6,9,9,10
#1807,19.67,29.68,24.83,20,19.31,19.67,18.955,18.3866666666667,18.11,8.8,8.8,9.466666667,9,9,9.2
#1808,19.6,10.33,24.42,0,0,0,8.125,6.74333333333333,16.02,0,9.1,1.4,9,0,9.6
#1809,19.65,29.18,24.5,20,18.67,18.15,15.89,13.5566666666667,15.4,9,8.023809524,8.266666667,8,9,8.8
#1810,19.79,29.58,23.17,19.61,18.61,15.84,18.195,14.5033333333333,17.39,8.5,9.8,8.4,7,7,7
#1811,18.64,29.83,25,20,19.71,20,19.25,19,18.58,8.8,9.8,8.9,9.333333333,8,10
#1812,19.87,29.73,24.92,20,19.83,19.75,9.935,0,0,10,9,0,4.6,0,0
#1813,18.94,29.61,24.35,19.945,19.17,19.3,17.65,17.8066666666667,16.93,9,9,0,7.8,9,8.4
#1814,18.88,29.66,25,19.82,19.67,18.81,18.99,19.2233333333333,18.19,8.8,9.8,10,9,8,8.8
#1815,18.57,28.65,24.21,18.905,19.31,18.14,15.76,16.8333333333333,14,9.6,9.066666667,9.8,7.466666667,5,9.4
#1816,18.96,29.65,24.83,20,19.83,19.95,19.145,19.1966666666667,18.44,10,9.8,9.2,9.8,9,9.8
#1817,19.54,28.24,21.86,17.96,18.53,18.39,17.755,17.13,16.6,10,9,8.8,8,6.5,9.4
#1818,18.22,29.43,24.92,19.54,19.87,19.67,16.675,14.2466666666667,17.76,10,8.8,9.8,9,6,8.2
#1819,19.58,29.52,23.58,20,19.5,19.95,18.595,19.14,17.7,9,9.8,8.666666667,9,10,9.6
#1820,19.14,29.93,24.75,19.875,19.12,19.37,13.32,4.33333333333333,11.86,9,10,8.766666667,7.3,0,9.8
#1821,18.6,29.91,24.83,19,18.27,1,15.11,9.33333333333333,16.63,9,8.8,8.55,6,3,7.15
#1822,18.72,28.29,24.58,19.765,18.11,18.39,15.815,14.7966666666667,15.26,10,8.6,9.4,6.85,8,7.35
#1823,20,29.42,24.92,20,19.83,19.5,19.055,19.3066666666667,18.58,9,9.5,8.866666667,4.933333333,9,9.8
#1824,18.67,29.83,24.5,19.96,19.43,18.92,17.875,18.1133333333333,17.73,10,9.25,9.466666667,8.6,9,10
#1825,18.82,26.54,24,20,19.56,17.37,18.26,18.13,17.29,9,9.6,8.2,6.8,9,8.666666667
#1826,19.55,28.88,24.83,20,19.3,19.95,17.38,13.4633333333333,16.76,9.8,9.8,8.2,7.8,8,7.6
#1827,19.07,29.39,24.83,20,19.31,18,18.395,19.0833333333333,17.76,10,10,9.5,8.666666667,8,10
#1828,16.17,26.55,24.7,18.585,19.35,19.25,18.47,15.2766666666667,17.73,10,8.95,8.8,7.05,9,8.666666667
#1829,18.85,29.52,24.25,19.78,19.75,19.19,18.605,19.3333333333333,17.98,10,9.6,8.133333333,7.6,9,9.5
#1830,19.79,29.67,24.83,20,19.67,19.25,18.105,19.11,18.12,10,8.8,9.2,8.3,10,9.066666667
#1831,19.36,29.75,24.83,20,19.67,19.79,19.21,19.3333333333333,17.62,9,9.466666667,9.466666667,9.266666667,7,10
#1832,19.54,29.91,23.67,20,19.67,18.25,18.77,17,18.23,9,10,9.266666667,9.666666667,10,8.6
#1833,17.34,25.22,25,18.485,18.6,19.11,15.705,10.65,15.58,10,8.4,8.1,8.6,9,7.75
